trace_id,event_name,start_time,start_weekday,end_time,duration,resource,adaptation_action
2,A,2022-08-01 10:00:00+00:00,0,2022-08-01 10:28:46.624106+00:00,28.777068433333334,Default Resource-000004,skip
2,B,2022-08-01 10:28:46.624106+00:00,0,2022-08-01 11:18:41.634968+00:00,49.9168477,Default Resource-000008,skip
2,C,2022-08-01 11:18:41.634968+00:00,0,2022-08-01 12:51:15.778519+00:00,92.56905918333334,Default Resource-000003,skip
2,D,2022-08-01 12:51:15.778519+00:00,0,2022-08-01 13:20:20.291804+00:00,29.07522141666667,Default Resource-000009,skip
2,F,2022-08-01 13:50:17.975380+00:00,0,2022-08-01 14:20:15.975018+00:00,29.966660633333333,Default Resource-000003,skip
2,process end event,2022-08-01 14:20:15.975018+00:00,0,2022-08-01 14:20:15.975018+00:00,0.0,NA,skip
3,process start event,2022-08-01 10:30:00+00:00,0,2022-08-01 10:30:00+00:00,0.0,NA,skip
3,A,2022-08-01 10:30:00+00:00,0,2022-08-01 11:10:24.151509+00:00,40.40252515,Default Resource-000007,skip
3,B,2022-08-01 11:10:24.151509+00:00,0,2022-08-01 12:10:40.623488+00:00,60.27453298333333,Default Resource-000002,skip
3,C,2022-08-01 12:10:40.623488+00:00,0,2022-08-01 13:11:18.950721+00:00,60.638787216666664,Default Resource-000008,skip
3,D,2022-08-01 13:11:18.950721+00:00,0,2022-08-01 13:38:04.986673+00:00,26.767265866666666,Default Resource-000005,skip
3,F,2022-08-01 14:10:24.634353+00:00,0,2022-08-01 14:40:09.448402+00:00,29.746900816666667,Default Resource-000009,skip
3,process end event,2022-08-01 14:40:09.448402+00:00,0,2022-08-01 14:40:09.448402+00:00,0.0,NA,skip
4,process start event,2022-08-01 11:00:00+00:00,0,2022-08-01 11:00:00+00:00,0.0,NA,shorten
4,A,2022-08-01 11:00:00+00:00,0,2022-08-01 11:29:54.743283+00:00,29.91238805,Default Resource-000001,shorten
4,B,2022-08-01 11:29:54.743283+00:00,0,2022-08-01 11:59:54.743283+00:00,30.0,Default Resource-000007,shorten
4,C,2022-08-01 12:22:21.276923+00:00,0,2022-08-01 12:53:57.211512+00:00,31.598909816666666,Default Resource-000004,shorten
4,D,2022-08-01 12:53:57.211512+00:00,0,2022-08-01 13:23:09.502596+00:00,29.2048514,Default Resource-000001,shorten
4,E,2022-08-01 13:23:09.502596+00:00,0,2022-08-01 13:48:55.545907+00:00,25.767388516666667,Default Resource-000008,shorten
4,F,2022-08-01 13:48:55.545907+00:00,0,2022-08-01 14:18:16.829639+00:00,29.354728866666665,Default Resource-000005,shorten
4,process end event,2022-08-01 14:18:16.829639+00:00,0,2022-08-01 14:18:16.829639+00:00,0.0,NA,shorten
5,process start event,2022-08-01 11:30:00+00:00,0,2022-08-01 11:30:00+00:00,0.0,NA,shorten
5,A,2022-08-01 11:30:00+00:00,0,2022-08-01 11:51:59.440647+00:00,21.99067745,Default Resource-000006,shorten
5,B,2022-08-01 11:51:59.440647+00:00,0,2022-08-01 12:29:49.022559+00:00,37.8263652,Default Resource-000003,shorten
5,C,2022-08-01 12:29:49.022559+00:00,0,2022-08-01 12:59:49.022559+00:00,30.0,Default Resource-000010,shorten
5,D,2022-08-01 13:34:56.495130+00:00,0,2022-08-01 14:05:01.109965+00:00,30.076913916666665,Default Resource-000007,shorten
5,E,2022-08-01 14:05:01.109965+00:00,0,2022-08-01 14:34:57.583633+00:00,29.9412278,Default Resource-000004,shorten
5,F,2022-08-01 14:34:57.583633+00:00,0,2022-08-01 15:04:27.654317+00:00,29.501178066666668,Default Resource-000001,shorten
5,process end event,2022-08-01 15:04:27.654317+00:00,0,2022-08-01 15:04:27.654317+00:00,0.0,NA,shorten
6,process start event,2022-08-01 12:00:00+00:00,0,2022-08-01 12:00:00+00:00,0.0,NA,repeat
6,A,2022-08-01 12:00:00+00:00,0,2022-08-01 12:09:46.364146+00:00,9.772735766666667,Default Resource-000002,repeat
6,A,2022-08-01 12:09:46.364146+00:00,0,2022-08-01 12:19:32.728292+00:00,9.772735766666667,Repeated_Activity_resource,repeat
6,A,2022-08-01 12:19:32.728292+00:00,0,2022-08-01 12:29:19.092438+00:00,9.772735766666667,Repeated_Activity_resource,repeat
6,B,2022-08-01 12:29:19.092438+00:00,0,2022-08-01 12:59:16.935404+00:00,29.964049433333333,Default Resource-000009,repeat
6,C,2022-08-01 12:59:16.935404+00:00,0,2022-08-01 14:19:41.956876+00:00,80.41702453333333,Default Resource-000006,repeat
6,D,2022-08-01 14:19:41.956876+00:00,0,2022-08-01 14:49:11.946271+00:00,29.49982325,Default Resource-000003,repeat
6,E,2022-08-01 14:49:11.946271+00:00,0,2022-08-01 15:17:04.034502+00:00,27.86813718333333,Default Resource-000010,repeat
6,F,2022-08-01 15:17:04.034502+00:00,0,2022-08-01 15:49:56.100809+00:00,32.86777178333333,Default Resource-000007,repeat
6,process end event,2022-08-01 15:49:56.100809+00:00,0,2022-08-01 15:49:56.100809+00:00,0.0,NA,repeat
7,process start event,2022-08-01 12:30:00+00:00,0,2022-08-01 12:30:00+00:00,0.0,NA,shorten
7,A,2022-08-01 12:30:00+00:00,0,2022-08-01 12:51:37.501452+00:00,21.6250242,Default Resource-000008,shorten
7,B,2022-08-01 12:51:37.501452+00:00,0,2022-08-01 13:32:57.911643+00:00,41.34016985,Default Resource-000005,shorten
7,C,2022-08-01 13:32:57.911643+00:00,0,2022-08-01 14:02:57.911643+00:00,30.0,Default Resource-000002,shorten
7,D,2022-08-01 14:36:13.755680+00:00,0,2022-08-01 15:05:14.565245+00:00,29.01349275,Default Resource-000009,shorten
7,E,2022-08-01 15:05:14.565245+00:00,0,2022-08-01 15:36:13.484515+00:00,30.981987833333335,Default Resource-000006,shorten
7,F,2022-08-01 15:36:13.484515+00:00,0,2022-08-01 16:07:13.910014+00:00,31.00709165,Default Resource-000003,shorten
7,process end event,2022-08-01 16:07:13.910014+00:00,0,2022-08-01 16:07:13.910014+00:00,0.0,NA,shorten
8,process start event,2022-08-01 13:00:00+00:00,0,2022-08-01 13:00:00+00:00,0.0,NA,shorten
8,A,2022-08-01 13:00:00+00:00,0,2022-08-01 13:29:20.026589+00:00,29.333776483333335,Default Resource-000004,shorten
8,B,2022-08-01 13:29:20.026589+00:00,0,2022-08-01 13:59:20.026589+00:00,30.0,Default Resource-000001,shorten
8,C,2022-08-01 14:23:12.764145+00:00,0,2022-08-01 14:48:14.445539+00:00,25.028023233333332,Default Resource-000008,shorten
8,D,2022-08-01 14:48:14.445539+00:00,0,2022-08-01 15:21:19.341383+00:00,33.0815974,Default Resource-000005,shorten
8,E,2022-08-01 15:21:19.341383+00:00,0,2022-08-01 15:52:58.276445+00:00,31.6489177,Default Resource-000002,shorten
8,F,2022-08-01 15:52:58.276445+00:00,0,2022-08-01 16:23:15.568459+00:00,30.288200233333335,Default Resource-000009,shorten
8,process end event,2022-08-01 16:23:15.568459+00:00,0,2022-08-01 16:23:15.568459+00:00,0.0,NA,shorten
9,process start event,2022-08-01 13:30:00+00:00,0,2022-08-01 13:30:00+00:00,0.0,NA,skip
9,A,2022-08-01 13:30:00+00:00,0,2022-08-01 14:08:41.467048+00:00,38.69111746666667,Default Resource-000010,skip
9,B,2022-08-01 14:08:41.467048+00:00,0,2022-08-01 15:08:01.059473+00:00,59.32654041666667,Default Resource-000007,skip
9,C,2022-08-01 15:08:01.059473+00:00,0,2022-08-01 16:18:39.697998+00:00,70.64397541666666,Default Resource-000004,skip
9,D,2022-08-01 16:18:39.697998+00:00,0,2022-08-01 16:48:20.292704+00:00,29.676578433333333,Default Resource-000001,skip
9,F,2022-08-01 17:19:33.734405+00:00,0,2022-08-01 17:48:57.150933+00:00,29.390275466666665,Default Resource-000005,skip
9,process end event,2022-08-01 17:48:57.150933+00:00,0,2022-08-01 17:48:57.150933+00:00,0.0,NA,skip
10,process start event,2022-08-01 14:00:00+00:00,0,2022-08-01 14:00:00+00:00,0.0,NA,skip
10,A,2022-08-01 14:00:00+00:00,0,2022-08-01 14:30:19.184704+00:00,30.319745066666666,Default Resource-000006,skip
10,B,2022-08-01 14:30:19.184704+00:00,0,2022-08-01 15:22:14.436960+00:00,51.92087093333333,Default Resource-000003,skip
10,C,2022-08-01 15:22:14.436960+00:00,0,2022-08-01 17:00:57.610113+00:00,98.71955255,Default Resource-000010,skip
10,D,2022-08-01 17:00:57.610113+00:00,0,2022-08-01 17:28:46.541566+00:00,27.815524216666667,Default Resource-000007,skip
10,F,2022-08-01 17:58:30.192932+00:00,0,2022-08-01 18:27:09.501086+00:00,28.6551359,Default Resource-000001,skip
10,process end event,2022-08-01 18:27:09.501086+00:00,0,2022-08-01 18:27:09.501086+00:00,0.0,NA,skip
11,process start event,2022-08-01 14:30:00+00:00,0,2022-08-01 14:30:00+00:00,0.0,NA,skip
11,A,2022-08-01 14:30:00+00:00,0,2022-08-01 14:50:01.585188+00:00,20.0264198,Default Resource-000002,skip
11,B,2022-08-01 14:50:01.585188+00:00,0,2022-08-01 15:28:21.365704+00:00,38.32967526666667,Default Resource-000009,skip
11,C,2022-08-01 15:28:21.365704+00:00,0,2022-08-01 16:25:35.565821+00:00,57.23666861666667,Default Resource-000006,skip
11,D,2022-08-01 16:25:35.565821+00:00,0,2022-08-01 16:55:29.967626+00:00,29.90669675,Default Resource-000003,skip
11,F,2022-08-01 17:25:22.023090+00:00,0,2022-08-02 10:49:25.523986+00:00,1044.0583482666666,Default Resource-000007,skip
11,process end event,2022-08-02 10:49:25.523986+00:00,1,2022-08-02 10:49:25.523986+00:00,0.0,NA,skip
12,process start event,2022-08-01 15:00:00+00:00,0,2022-08-01 15:00:00+00:00,0.0,NA,skip
12,A,2022-08-01 15:00:00+00:00,0,2022-08-01 15:11:25.155447+00:00,11.41925745,Default Resource-000008,skip
12,B,2022-08-01 15:11:25.155447+00:00,0,2022-08-01 15:37:00.083405+00:00,25.582132633333334,Default Resource-000005,skip
12,C,2022-08-01 15:37:00.083405+00:00,0,2022-08-01 16:07:04.036381+00:00,30.065882933333334,Default Resource-000002,skip
12,D,2022-08-01 16:07:04.036381+00:00,0,2022-08-01 16:36:24.070340+00:00,29.333899316666667,Default Resource-000009,skip
12,F,2022-08-02 10:04:30.692081+00:00,1,2022-08-02 10:34:01.483356+00:00,29.513187916666666,Default Resource-000003,skip
12,process end event,2022-08-02 10:34:01.483356+00:00,1,2022-08-02 10:34:01.483356+00:00,0.0,NA,skip
13,process start event,2022-08-01 15:30:00+00:00,0,2022-08-01 15:30:00+00:00,0.0,NA,skip
13,A,2022-08-01 15:30:00+00:00,0,2022-08-01 15:48:19.839518+00:00,18.330658633333332,Default Resource-000004,skip
13,B,2022-08-01 15:48:19.839518+00:00,0,2022-08-01 16:29:42.876191+00:00,41.38394455,Default Resource-000001,skip
13,C,2022-08-01 16:29:42.876191+00:00,0,2022-08-01 17:30:28.357359+00:00,60.75801946666667,Default Resource-000008,skip
13,D,2022-08-01 17:30:28.357359+00:00,0,2022-08-02 12:43:59.698220+00:00,1153.5223476833332,Default Resource-000005,skip
13,F,2022-08-02 13:12:49.546666+00:00,1,2022-08-02 13:45:13.421925+00:00,32.397920983333336,Default Resource-000009,skip
13,process end event,2022-08-02 13:45:13.421925+00:00,1,2022-08-02 13:45:13.421925+00:00,0.0,NA,skip
14,process start event,2022-08-01 16:00:00+00:00,0,2022-08-01 16:00:00+00:00,0.0,NA,skip
14,A,2022-08-01 16:00:00+00:00,0,2022-08-01 16:29:54.053860+00:00,29.900897666666665,Default Resource-000010,skip
14,B,2022-08-01 16:29:54.053860+00:00,0,2022-08-01 17:20:05.622680+00:00,50.192813666666666,Default Resource-000007,skip
14,C,2022-08-01 17:20:05.622680+00:00,0,2022-08-01 18:52:06.662488+00:00,92.01733013333333,Default Resource-000004,skip
14,D,2022-08-01 18:52:06.662488+00:00,0,2022-08-01 19:21:22.092772+00:00,29.2571714,Default Resource-000001,skip
14,F,2022-08-01 19:50:44.777191+00:00,0,2022-08-01 20:21:50.788824+00:00,31.100193883333333,Default Resource-000005,skip
14,process end event,2022-08-01 20:21:50.788824+00:00,0,2022-08-01 20:21:50.788824+00:00,0.0,NA,skip
15,process start event,2022-08-01 16:30:00+00:00,0,2022-08-01 16:30:00+00:00,0.0,NA,shorten
15,A,2022-08-01 16:30:00+00:00,0,2022-08-01 17:09:02.526464+00:00,39.04210773333333,Default Resource-000006,shorten
15,B,2022-08-01 17:09:02.526464+00:00,0,2022-08-01 17:39:02.526464+00:00,30.0,Default Resource-000003,shorten
15,C,2022-08-01 18:09:41.524431+00:00,0,2022-08-01 19:02:19.682810+00:00,52.63597298333333,Default Resource-000010,shorten
15,D,2022-08-01 19:02:19.682810+00:00,0,2022-08-01 19:33:50.351406+00:00,31.511143266666668,Default Resource-000007,shorten
15,E,2022-08-01 19:33:50.351406+00:00,0,2022-08-01 20:06:28.354664+00:00,32.633387633333335,Default Resource-000004,shorten
15,F,2022-08-01 20:06:28.354664+00:00,0,2022-08-01 20:33:15.554300+00:00,26.7866606,Default Resource-000001,shorten
15,process end event,2022-08-01 20:33:15.554300+00:00,0,2022-08-01 20:33:15.554300+00:00,0.0,NA,shorten
16,process start event,2022-08-01 17:00:00+00:00,0,2022-08-01 17:00:00+00:00,0.0,NA,insert
16,A,2022-08-01 17:00:00+00:00,0,2022-08-01 17:28:24.728814+00:00,28.4121469,Default Resource-000002,insert
16,B,2022-08-01 17:28:24.728814+00:00,0,2022-08-01 18:11:56.065968+00:00,43.5222859,Default Resource-000009,insert
16,C,2022-08-01 18:11:56.065968+00:00,0,2022-08-01 18:39:33.425927+00:00,27.622665983333334,Default Resource-000006,insert
16,D,2022-08-01 18:39:33.425927+00:00,0,2022-08-01 19:10:22.557449+00:00,30.8188587,Default Resource-000003,insert
16,E,2022-08-01 19:10:22.557449+00:00,0,2022-08-01 19:41:38.698424+00:00,31.26901625,Default Resource-000010,insert
16,F,2022-08-01 19:41:38.698424+00:00,0,2022-08-01 20:11:34.247696+00:00,29.9258212,Default Resource-000007,insert
16,I,2022-08-01 20:11:34.247696+00:00,0,2022-08-01 20:31:34.247696+00:00,20.0,Inserted_Activity_resource,insert
16,process end event,2022-08-01 20:11:34.247696+00:00,0,2022-08-01 20:11:34.247696+00:00,0.0,NA,insert
17,process start event,2022-08-02 09:30:00+00:00,1,2022-08-02 09:30:00+00:00,0.0,NA,repeat
17,A,2022-08-02 09:30:00+00:00,1,2022-08-02 09:48:21.287299+00:00,18.354788316666667,Default Resource-000008,repeat
17,A,2022-08-02 09:48:21.287299+00:00,1,2022-08-02 10:06:42.574598+00:00,18.354788316666667,Repeated_Activity_resource,repeat
17,B,2022-08-02 10:06:42.574598+00:00,1,2022-08-02 10:46:17.715319+00:00,39.585678683333335,Default Resource-000005,repeat
17,C,2022-08-02 10:46:17.715319+00:00,1,2022-08-02 11:46:45.268793+00:00,60.45922456666667,Default Resource-000002,repeat
17,D,2022-08-02 11:46:45.268793+00:00,1,2022-08-02 12:17:15.541137+00:00,30.504539066666666,Default Resource-000009,repeat
17,E,2022-08-02 12:17:15.541137+00:00,1,2022-08-02 12:46:53.834262+00:00,29.63821875,Default Resource-000006,repeat
17,F,2022-08-02 12:46:53.834262+00:00,1,2022-08-02 13:15:15.357169+00:00,28.358715116666666,Default Resource-000003,repeat
17,process end event,2022-08-02 13:15:15.357169+00:00,1,2022-08-02 13:15:15.357169+00:00,0.0,NA,repeat
18,process start event,2022-08-02 10:00:00+00:00,1,2022-08-02 10:00:00+00:00,0.0,NA,repeat
18,A,2022-08-02 10:00:00+00:00,1,2022-08-02 10:08:50.987359+00:00,8.849789316666667,Default Resource-000004,repeat
18,A,2022-08-02 10:08:50.987359+00:00,1,2022-08-02 10:17:41.974718+00:00,8.849789316666667,Repeated_Activity_resource,repeat
18,A,2022-08-02 10:17:41.974718+00:00,1,2022-08-02 10:26:32.962077+00:00,8.849789316666667,Repeated_Activity_resource,repeat
18,B,2022-08-02 10:26:32.962077+00:00,1,2022-08-02 10:56:57.615902+00:00,30.41089708333333,Default Resource-000001,repeat
18,C,2022-08-02 10:56:57.615902+00:00,1,2022-08-02 12:27:23.290055+00:00,90.42790255,Default Resource-000008,repeat
18,D,2022-08-02 12:27:23.290055+00:00,1,2022-08-02 12:57:15.955471+00:00,29.877756933333334,Default Resource-000005,repeat
18,E,2022-08-02 12:57:15.955471+00:00,1,2022-08-02 13:27:55.140199+00:00,30.6530788,Default Resource-000002,repeat
18,F,2022-08-02 13:27:55.140199+00:00,1,2022-08-02 13:54:30.840076+00:00,26.59499795,Default Resource-000009,repeat
18,process end event,2022-08-02 13:54:30.840076+00:00,1,2022-08-02 13:54:30.840076+00:00,0.0,NA,repeat
19,process start event,2022-08-02 10:30:00+00:00,1,2022-08-02 10:30:00+00:00,0.0,NA,repeat
19,A,2022-08-02 10:30:00+00:00,1,2022-08-02 10:48:52.756730+00:00,18.879278833333334,Default Resource-000010,repeat
19,A,2022-08-02 10:48:52.756730+00:00,1,2022-08-02 11:07:45.513460+00:00,18.879278833333334,Repeated_Activity_resource,repeat
19,B,2022-08-02 11:07:45.513460+00:00,1,2022-08-02 11:48:55.384986+00:00,41.16452543333333,Default Resource-000007,repeat
19,C,2022-08-02 11:48:55.384986+00:00,1,2022-08-02 12:48:55.957371+00:00,60.00953975,Default Resource-000004,repeat
19,D,2022-08-02 12:48:55.957371+00:00,1,2022-08-02 13:16:09.262465+00:00,27.221751566666665,Default Resource-000001,repeat
19,E,2022-08-02 13:16:09.262465+00:00,1,2022-08-02 13:46:22.755522+00:00,30.224884283333335,Default Resource-000008,repeat
19,F,2022-08-02 13:46:22.755522+00:00,1,2022-08-02 14:17:09.537998+00:00,30.779707933333334,Default Resource-000005,repeat
19,process end event,2022-08-02 14:17:09.537998+00:00,1,2022-08-02 14:17:09.537998+00:00,0.0,NA,repeat
20,process start event,2022-08-02 11:00:00+00:00,1,2022-08-02 11:00:00+00:00,0.0,NA,shorten
20,A,2022-08-02 11:00:00+00:00,1,2022-08-02 11:31:03.627904+00:00,31.060465066666666,Default Resource-000006,shorten
20,B,2022-08-02 11:31:03.627904+00:00,1,2022-08-02 12:01:03.627904+00:00,30.0,Default Resource-000003,shorten
20,C,2022-08-02 12:24:54.589797+00:00,1,2022-08-02 12:50:46.278052+00:00,25.861470916666665,Default Resource-000010,shorten
20,D,2022-08-02 12:50:46.278052+00:00,1,2022-08-02 13:15:55.303288+00:00,25.1504206,Default Resource-000007,shorten
20,E,2022-08-02 13:15:55.303288+00:00,1,2022-08-02 13:44:08.484749+00:00,28.219691016666665,Default Resource-000004,shorten
20,F,2022-08-02 13:44:08.484749+00:00,1,2022-08-02 14:15:07.064301+00:00,30.976325866666667,Default Resource-000001,shorten
20,process end event,2022-08-02 14:15:07.064301+00:00,1,2022-08-02 14:15:07.064301+00:00,0.0,NA,shorten
21,process start event,2022-08-02 11:30:00+00:00,1,2022-08-02 11:30:00+00:00,0.0,NA,shorten
21,A,2022-08-02 11:30:00+00:00,1,2022-08-02 12:07:13.925426+00:00,37.23209043333333,Default Resource-000002,shorten
21,B,2022-08-02 12:07:13.925426+00:00,1,2022-08-02 12:37:13.925426+00:00,30.0,Default Resource-000009,shorten
21,C,2022-08-02 13:05:44.137969+00:00,1,2022-08-02 14:07:20.693877+00:00,61.60926513333333,Default Resource-000006,shorten
21,D,2022-08-02 14:07:20.693877+00:00,1,2022-08-02 14:36:48.449353+00:00,29.462591266666667,Default Resource-000003,shorten
21,E,2022-08-02 14:36:48.449353+00:00,1,2022-08-02 15:06:46.605407+00:00,29.969267566666666,Default Resource-000010,shorten
21,F,2022-08-02 15:06:46.605407+00:00,1,2022-08-02 15:36:27.900748+00:00,29.688255683333335,Default Resource-000007,shorten
21,process end event,2022-08-02 15:36:27.900748+00:00,1,2022-08-02 15:36:27.900748+00:00,0.0,NA,shorten
22,process start event,2022-08-02 12:00:00+00:00,1,2022-08-02 12:00:00+00:00,0.0,NA,skip
22,A,2022-08-02 12:00:00+00:00,1,2022-08-02 12:27:28.338144+00:00,27.4723024,Default Resource-000008,skip
22,B,2022-08-02 12:27:28.338144+00:00,1,2022-08-02 13:19:29.422432+00:00,52.01807146666667,Default Resource-000005,skip
22,C,2022-08-02 13:19:29.422432+00:00,1,2022-08-02 14:57:27.937808+00:00,97.97525626666666,Default Resource-000002,skip
22,D,2022-08-02 14:57:27.937808+00:00,1,2022-08-02 15:25:26.758485+00:00,27.980344616666667,Default Resource-000009,skip
22,F,2022-08-02 15:55:16.870522+00:00,1,2022-08-02 16:21:46.579054+00:00,26.4951422,Default Resource-000003,skip
22,process end event,2022-08-02 16:21:46.579054+00:00,1,2022-08-02 16:21:46.579054+00:00,0.0,NA,skip
23,process start event,2022-08-02 12:30:00+00:00,1,2022-08-02 12:30:00+00:00,0.0,NA,repeat
23,A,2022-08-02 12:30:00+00:00,1,2022-08-02 12:49:40.165337+00:00,19.669422283333333,Default Resource-000004,repeat
23,A,2022-08-02 12:49:40.165337+00:00,1,2022-08-02 13:09:20.330674+00:00,19.669422283333333,Repeated_Activity_resource,repeat
23,B,2022-08-02 13:09:20.330674+00:00,1,2022-08-02 13:49:14.541611+00:00,39.90351561666667,Default Resource-000001,repeat
23,C,2022-08-02 13:49:14.541611+00:00,1,2022-08-02 14:43:56.006547+00:00,54.69108226666667,Default Resource-000008,repeat
23,D,2022-08-02 14:43:56.006547+00:00,1,2022-08-02 15:13:28.972417+00:00,29.54943116666667,Default Resource-000005,repeat
23,E,2022-08-02 15:13:28.972417+00:00,1,2022-08-02 15:40:16.171764+00:00,26.786655783333334,Default Resource-000002,repeat
23,F,2022-08-02 15:40:16.171764+00:00,1,2022-08-02 16:13:14.960387+00:00,32.97981038333333,Default Resource-000009,repeat
23,process end event,2022-08-02 16:13:14.960387+00:00,1,2022-08-02 16:13:14.960387+00:00,0.0,NA,repeat
24,process start event,2022-08-02 13:00:00+00:00,1,2022-08-02 13:00:00+00:00,0.0,NA,insert
24,A,2022-08-02 13:00:00+00:00,1,2022-08-02 13:10:01.670099+00:00,10.027834983333333,Default Resource-000010,insert
24,B,2022-08-02 13:10:01.670099+00:00,1,2022-08-02 13:41:00.358996+00:00,30.978148283333333,Default Resource-000007,insert
24,C,2022-08-02 13:41:00.358996+00:00,1,2022-08-02 14:11:56.778133+00:00,30.94031895,Default Resource-000004,insert
24,D,2022-08-02 14:11:56.778133+00:00,1,2022-08-02 14:40:53.790001+00:00,28.9501978,Default Resource-000001,insert
24,E,2022-08-02 14:40:53.790001+00:00,1,2022-08-02 15:11:51.488593+00:00,30.9616432,Default Resource-000008,insert
24,F,2022-08-02 15:11:51.488593+00:00,1,2022-08-02 15:43:28.037600+00:00,31.609150116666665,Default Resource-000005,insert
24,I,2022-08-02 15:43:28.037600+00:00,1,2022-08-02 16:03:28.037600+00:00,20.0,Inserted_Activity_resource,insert
24,process end event,2022-08-02 15:43:28.037600+00:00,1,2022-08-02 15:43:28.037600+00:00,0.0,NA,insert
25,process start event,2022-08-02 13:30:00+00:00,1,2022-08-02 13:30:00+00:00,0.0,NA,repeat
25,A,2022-08-02 13:30:00+00:00,1,2022-08-02 13:48:22.520674+00:00,18.375344566666666,Default Resource-000006,repeat
25,A,2022-08-02 13:48:22.520674+00:00,1,2022-08-02 14:06:45.041348+00:00,18.375344566666666,Repeated_Activity_resource,repeat
25,B,2022-08-02 14:06:45.041348+00:00,1,2022-08-02 14:42:08.832006+00:00,35.39651096666667,Default Resource-000003,repeat
25,C,2022-08-02 14:42:08.832006+00:00,1,2022-08-02 15:41:05.917647+00:00,58.95142735,Default Resource-000010,repeat
25,D,2022-08-02 15:41:05.917647+00:00,1,2022-08-02 16:14:07.101039+00:00,33.0197232,Default Resource-000007,repeat
25,E,2022-08-02 16:14:07.101039+00:00,1,2022-08-02 16:42:49.397645+00:00,28.704943433333334,Default Resource-000004,repeat
25,F,2022-08-02 16:42:49.397645+00:00,1,2022-08-02 17:10:47.656250+00:00,27.97097675,Default Resource-000001,repeat
25,process end event,2022-08-02 17:10:47.656250+00:00,1,2022-08-02 17:10:47.656250+00:00,0.0,NA,repeat
26,process start event,2022-08-02 14:00:00+00:00,1,2022-08-02 14:00:00+00:00,0.0,NA,skip
26,A,2022-08-02 14:00:00+00:00,1,2022-08-02 14:30:09.342016+00:00,30.155700266666667,Default Resource-000002,skip
26,B,2022-08-02 14:30:09.342016+00:00,1,2022-08-02 15:21:21.125269+00:00,51.19638755,Default Resource-000009,skip
26,C,2022-08-02 15:21:21.125269+00:00,1,2022-08-02 16:51:39.323095+00:00,90.3032971,Default Resource-000006,skip
26,D,2022-08-02 16:51:39.323095+00:00,1,2022-08-02 17:22:11.602203+00:00,30.537985133333333,Default Resource-000003,skip
26,F,2022-08-02 17:52:52.617912+00:00,1,2022-08-02 18:22:32.077664+00:00,29.657662533333333,Default Resource-000007,skip
26,process end event,2022-08-02 18:22:32.077664+00:00,1,2022-08-02 18:22:32.077664+00:00,0.0,NA,skip
27,process start event,2022-08-02 14:30:00+00:00,1,2022-08-02 14:30:00+00:00,0.0,NA,skip
27,A,2022-08-02 14:30:00+00:00,1,2022-08-02 15:14:11.700279+00:00,44.19500465,Default Resource-000008,skip
27,B,2022-08-02 15:14:11.700279+00:00,1,2022-08-02 16:14:52.388626+00:00,60.678139116666664,Default Resource-000005,skip
27,C,2022-08-02 16:14:52.388626+00:00,1,2022-08-02 17:25:51.013647+00:00,70.97708368333333,Default Resource-000002,skip
