trace_id,event:concept:name@A,event:concept:name@B,event:concept:name@C,event:concept:name@D,event:concept:name@E,event:concept:name@F,event:concept:name@I,event:concept:name@process end event,event:concept:name@process start event,event:event_name@A,event:event_name@B,event:event_name@C,event:event_name@D,event:event_name@E,event:event_name@F,event:event_name@I,event:event_name@process end event,event:event_name@process start event,event:adaptation_action@extend,event:adaptation_action@insert,event:adaptation_action@no-action,event:adaptation_action@repeat,event:adaptation_action@shorten,event:adaptation_action@skip,event:resource,event:trace_id,event:@@case_index,event:@@index,event:start_weekday,event:duration,succession:concept:name@A#A,succession:concept:name@A#B,succession:concept:name@B#C,succession:concept:name@C#D,succession:concept:name@D#E,succession:concept:name@D#F,succession:concept:name@E#F,succession:concept:name@F#process end event,succession:concept:name@I#I,succession:concept:name@process end event#I,succession:concept:name@process start event#A,trace:cycle_time,adaptation_action
71,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,162,71,596,0,0.0,1,1,1,1,1,0,1,1,0,0,1,207.04321038333333,repeat
72,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,163,72,604,0,0.0,0,1,1,1,1,0,1,1,0,0,1,188.04482056666666,insert
73,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,,164,73,612,0,0.0,0,1,1,1,1,0,1,1,0,0,1,243.5397352,repeat
74,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,,165,74,620,0,0.0,0,1,1,1,1,0,1,1,0,0,1,257.7732638333333,skip
75,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,166,75,627,0,0.0,0,1,1,1,0,1,0,1,0,0,1,4348.178574766666,skip
76,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,167,76,637,0,0.0,1,1,1,1,1,0,1,1,0,0,1,4021.0161645,skip
77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,Inserted_Activity_resource,168,77,647,0,20.0,0,1,1,1,1,0,1,1,1,1,1,3941.6083409333332,skip
78,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,169,78,657,0,0.0,1,1,1,1,1,0,1,1,0,0,1,264.46753318333333,repeat
79,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,17,79,667,1,0.0,1,1,1,1,1,0,1,1,0,0,1,212.45374455,repeat
80,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,170,80,674,0,0.0,0,1,1,1,0,1,0,1,0,0,1,208.29223271666666,extend
81,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,171,81,681,1,0.0,0,1,1,1,0,1,0,1,0,0,1,254.67106856666666,skip
82,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,172,82,688,1,0.0,0,1,1,1,0,1,0,1,0,0,1,249.81615025,shorten
83,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,173,83,695,1,0.0,0,1,1,1,0,1,0,1,0,0,1,207.22989225,repeat
84,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,174,84,705,0,0.0,1,1,1,1,1,0,1,1,0,0,1,182.06359556666666,insert
85,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,175,85,713,0,0.0,0,1,1,1,1,0,1,1,0,0,1,207.88242586666667,repeat
86,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,,176,86,721,0,0.0,0,1,1,1,1,0,1,1,0,0,1,262.66679935,skip
87,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,,177,87,729,1,0.0,0,1,1,1,1,0,1,1,0,0,1,257.7450964833333,skip
88,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,178,88,736,1,0.0,0,1,1,1,0,1,0,1,0,0,1,200.00671386666667,no-action
89,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,179,89,746,1,0.0,1,1,1,1,1,0,1,1,0,0,1,247.44476951666667,repeat
90,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,18,90,758,1,0.0,1,1,1,1,1,0,1,1,0,0,1,255.07735351666668,repeat
91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,Inserted_Activity_resource,180,91,768,1,20.0,0,1,1,1,1,0,1,1,1,1,1,1181.1415013333333,skip
92,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,181,92,778,1,0.0,1,1,1,1,1,0,1,1,0,0,1,1157.4052278,skip
93,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,,182,93,786,1,0.0,0,1,1,1,1,0,1,1,0,0,1,1390.0110336166667,skip
94,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,183,94,793,1,0.0,0,1,1,1,0,1,0,1,0,0,1,265.97782645,skip
95,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,,184,95,801,1,0.0,0,1,1,1,1,0,1,1,0,0,1,205.03779301666665,repeat
96,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,185,96,811,1,0.0,1,1,1,1,1,0,1,1,0,0,1,181.49907326666667,insert
97,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,186,97,821,1,0.0,1,1,1,1,1,0,1,1,0,0,1,209.80212961666666,repeat
98,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,187,98,828,2,0.0,0,1,1,1,0,1,0,1,0,0,1,261.42151251666667,skip
99,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,188,99,835,2,0.0,0,1,1,1,0,1,0,1,0,0,1,255.84035671666666,skip
100,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,189,100,842,2,0.0,0,1,1,1,0,1,0,1,0,0,1,209.14185901666667,insert
101,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,19,101,852,1,0.0,1,1,1,1,1,0,1,1,0,0,1,251.20004716666668,repeat
102,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,190,102,859,1,0.0,0,1,1,1,0,1,0,1,0,0,1,240.79897893333333,repeat
103,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,191,103,867,1,0.0,0,1,1,1,1,0,1,1,0,0,1,217.56008466666665,repeat
104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,Inserted_Activity_resource,192,104,877,1,20.0,0,1,1,1,1,0,1,1,1,1,1,199.36188361666666,extend
105,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,193,105,887,2,0.0,1,1,1,1,1,0,1,1,0,0,1,256.33396116666665,skip
106,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,194,106,894,2,0.0,0,1,1,1,0,1,0,1,0,0,1,266.7216229,skip
107,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,,195,107,902,2,0.0,0,1,1,1,1,0,1,1,0,0,1,1178.6152460333333,skip
108,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,,196,108,910,2,0.0,0,1,1,1,1,0,1,1,0,0,1,992.06021,skip
109,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,197,109,920,2,0.0,1,1,1,1,1,0,1,1,0,0,1,1176.2525968833334,skip
110,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,198,110,932,2,0.0,1,1,1,1,1,0,1,1,0,0,1,264.6199921333333,skip
111,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,199,111,942,2,0.0,1,1,1,1,1,0,1,1,0,0,1,244.84474948333335,shorten
112,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,2,112,949,0,0.0,0,1,1,1,0,1,0,1,0,0,1,207.87466965,extend
113,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,,20,113,957,1,0.0,0,1,1,1,1,0,1,1,0,0,1,249.2094753,repeat
114,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,200,114,965,2,0.0,0,1,1,1,1,0,1,1,0,0,1,250.61461776666667,repeat
115,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,,201,115,973,2,0.0,0,1,1,1,1,0,1,1,0,0,1,246.02493823333333,repeat
116,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,202,116,980,2,0.0,0,1,1,1,0,1,0,1,0,0,1,196.45246848333332,no-action
117,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,203,117,987,3,0.0,0,1,1,1,0,1,0,1,0,0,1,251.3779434,skip
118,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,204,118,994,3,0.0,0,1,1,1,0,1,0,1,0,0,1,257.35822585,skip
119,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,205,119,1001,3,0.0,0,1,1,1,0,1,0,1,0,0,1,245.72759333333335,repeat
120,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,206,120,1008,2,0.0,0,1,1,1,0,1,0,1,0,0,1,180.7904769,insert
121,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,207,121,1015,2,0.0,0,1,1,1,0,1,0,1,0,0,1,245.1917804,repeat
122,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,,208,122,1023,2,0.0,0,1,1,1,1,0,1,1,0,0,1,240.1352611,no-action
123,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,209,123,1031,3,0.0,0,1,1,1,1,0,1,1,0,0,1,1181.0890358333334,skip
124,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,,21,124,1039,1,0.0,0,1,1,1,1,0,1,1,0,0,1,1097.7475896,skip
125,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,210,125,1049,3,0.0,1,1,1,1,1,0,1,1,0,0,1,1197.3736515333333,skip
126,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,211,126,1057,3,0.0,0,1,1,1,1,0,1,1,0,0,1,239.7626042,repeat
127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,Inserted_Activity_resource,212,127,1067,3,20.0,0,1,1,1,1,0,1,1,1,1,1,252.25188008333333,repeat
128,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,,213,128,1075,3,0.0,0,1,1,1,1,0,1,1,0,0,1,199.12056433333333,no-action
129,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,214,129,1082,3,0.0,0,1,1,1,0,1,0,1,0,0,1,255.94727266666666,skip
130,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,215,130,1092,3,0.0,1,1,1,1,1,0,1,1,0,0,1,255.36864786666666,skip
131,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,Inserted_Activity_resource,216,131,1102,3,20.0,0,1,1,1,1,0,1,1,1,1,1,237.89420436666666,repeat
132,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,217,132,1112,3,0.0,1,1,1,1,1,0,1,1,0,0,1,177.34743601666668,insert
133,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,218,133,1119,3,0.0,0,1,1,1,0,1,0,1,0,0,1,247.071561,repeat
134,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,219,134,1126,4,0.0,0,1,1,1,0,1,0,1,0,0,1,265.8149323833333,skip
